"filename","filetype","order","saturation","sat.granularity","timeAvg","timeSd","solvedCount","profile.x","span.x","statespace.states","Unnamed..0","Unnamed..0.1","type","status","status.spec","regroup.strategy","regroup.time","bandwidth","profile.y","span.y","average.wavefront","RMS.wavefront","state.vector.length","groups","group.checks","next.state.calls","reachability.time","statespace.nodes","group.next","group.explored.nodes","group.explored.vectors","time","memory","peak.nodes","LDDop.union","LDDop.minus","LDDop.relProd","LDDop.satCount","LDDop.satCountL","LDDop.zip","LDDop.relProdUnion","LDDop.projectMinus","Unnamed..36","timeBest","memBest","timeMark","memMark"
"IOTP_c1m1p1d1","pnml","chain","sat",5,0.06,0.0176383420737639,10,10421,11521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,1,
"IOTP_c3m3p3d3","pnml","chain","sat",5,0.527,0.0579367471184452,10,10421,11521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.527,,1,
"IOTP_c5m4p3d2","pnml","chain","sat",5,0.976,0.0271620650499512,10,10421,11521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.976,,1,
"Kanban-10","pnml","chain","sat",5,0.734,0.0730600970282532,10,746,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.734,,1,
"Kanban-20","pnml","chain","sat",5,8.261,0.627737560167021,10,746,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.261,,1,
"Kanban-5","pnml","chain","sat",5,0.092,0.030840089349921,10,746,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092,,1,
"MAPK-20","pnml","chain","sat",5,0.523,0.0577446486217073,10,1928,2576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.523,,1,
"MAPK-40","pnml","chain","sat",5,2.756,0.111674129103885,10,1928,2576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.756,,1,
"MAPK-8","pnml","chain","sat",5,0.0788888888888889,0.0247206616236522,9,1928,2576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0788888888888889,,1,
"open_system_0","pnml","chain","sat",5,0.622,0.0806639117986889,10,63913,70376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.622,,1,
"PaceMaker","pnml","chain","sat",5,0.366,0.0712117343638751,10,52985,58991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.366,,1,
"peterson_3_13","pnml","chain","sat",5,0.007,0.00483045891539648,10,894,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,,1,
"peterson_3_14","pnml","chain","sat",5,0.007,0.00483045891539648,10,994,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,,1,
"peterson_3_16","pnml","chain","sat",5,0.008,0.00788810637746615,10,1781,2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,,1,
"peterson_3_17","pnml","chain","sat",5,0.014,0.00843274042711568,10,1851,2418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,1,
"peterson_3_36","pnml","chain","sat",5,0.004,0.00516397779494322,10,1046,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,1,
"philo_dyn-3-unfolded","pnml","chain","sat",5,0.155,0.0337474278855276,10,136974,153600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155,,1,
"Philosophers-10","pnml","chain","sat",5,0.021,0.00567646212197547,10,5119,6902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,,1,
"Philosophers-100","pnml","chain","sat",5,0.696,0.0868203765125318,10,53296,72531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.696,,1,
"Philosophers-20","pnml","chain","sat",5,0.056,0.0183787316694536,10,10394,14142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,1,
"Philosophers-200","pnml","chain","sat",5,2.533,0.0824688493378628,10,107162,145703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.533,,1,
"Philosophers-5","pnml","chain","sat",5,0.01,0.00471404520791032,10,2397,3207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,1,
"Philosophers-50","pnml","chain","sat",5,0.224444444444444,0.0350396600693811,9,26516,35059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.224444444444444,,1,
"QCertifProtocol_02-unfold","pnml","chain","sat",5,0.103,0.0163639169448448,10,16924,19511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103,,1,
"QCertifProtocol_06-unfold","pnml","chain","sat",5,5.887,0.291282604278998,10,151011,168691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.887,,1,
"RAS-C-10","pnml","chain","sat",5,0.031,0.00567646212197547,10,4365,5937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,,1,
"RAS-C-15","pnml","chain","sat",5,0.053,0.0141813649241218,10,6705,9192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,,1,
"RAS-C-20","pnml","chain","sat",5,0.07,0.00816496580927726,10,9045,12447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,1,
"RAS-C-3","pnml","chain","sat",5,0.007,0.00483045891539648,10,1373,1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,,1,
"RAS-C-5","pnml","chain","sat",5,0.015,0.00849836585598797,10,2025,2682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,1,
"RAS-R-10","pnml","chain","sat",5,0.021,0.00316227766016838,10,2172,2701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,,1,
